file_name,review,rating,review_type,processed_text
trip_advisor_410,"okay downstairs medicore room overrated overpriced hotel, downstairs okay dimly lighted decor elevator trying european style just saving energy dusting, hotel floor totally different unflattering bright light grey walls.room clean somewhat small great bed tiny tv not flat screen delicious room service food, bathroom looks like designer room copy 3-star hotel room valet parking ridiculous expensive 45 bucks park half block,  ",3.0,hotel,"okay downstairs medicore room overrated overpriced hotel, downstairs okay dimly lighted decor elevator trying european style just saving energy dusting, hotel floor totally different unflattering bright light grey walls.room clean somewhat small great bed tiny tv not flat screen delicious room service food, bathroom looks like designer room copy 3-star hotel room valet parking ridiculous expensive 45 bucks park half block,  "
trip_advisor_411,"great location family stayed catch red sox/devil rays series, arrived amtrak walked hotel no problems, hotel perfectly located 2 t-train stops 2 different color lines, easily walking distance, fanneiul hall short walk, hotel nothing stupendous need clean comfortable room got, no noise construction, pool nice protected outside second floor lifeguard, did n't eat restaurant fanneiul hall, staff friendly helpful making shuttle arrangements advising route easiest theatre district knowledgable.when return boston definitely stay, good value,  ",3.0,hotel,"great location family stayed catch red sox/devil rays series, arrived amtrak walked hotel no problems, hotel perfectly located 2 t-train stops 2 different color lines, easily walking distance, fanneiul hall short walk, hotel nothing stupendous need clean comfortable room got, no noise construction, pool nice protected outside second floor lifeguard, did n't eat restaurant fanneiul hall, staff friendly helpful making shuttle arrangements advising route easiest theatre district knowledgable.when return boston definitely stay, good value,  "
trip_advisor_412,"worth penny amazing time casa camper negative thing n't stay longer, casa camper amazing place, great time, stayed hotels barcelona negative view barcelona thankfully booked nights casa camper, completely changed view barcelona loved minute hotel city, late arrived pleasently greeted sara sylas extrememly awesome individuals, explained hotel worked taken room way amazing room, tired traveling went downstairs grabbed snacks wine went terrace sooooo wonderful exactly needed, food offered really delicious, salads sandwiches desserts drinks really great bar love mini bar concept, casa camper worth penny, morning went downstairs eat breakfast greeted sylas amazing cook wanted breakfast, breakfast amazningly delicious, ordered egg white omelette best egg white omelette eaten, pretty highly recommend staying casa camper comfortable unique staff amazing especially compared places stayed barcelona, casa camper worth penny deserves hold 1 status trip advisor, ca n't hype place excellent stay treated really did not want leave, seriously considered staying extra day just stay casa camper night longer cool, hope review helps urges book couple nights really great hotel,  ",5.0,hotel,"worth penny amazing time casa camper negative thing n't stay longer, casa camper amazing place, great time, stayed hotels barcelona negative view barcelona thankfully booked nights casa camper, completely changed view barcelona loved minute hotel city, late arrived pleasently greeted sara sylas extrememly awesome individuals, explained hotel worked taken room way amazing room, tired traveling went downstairs grabbed snacks wine went terrace sooooo wonderful exactly needed, food offered really delicious, salads sandwiches desserts drinks really great bar love mini bar concept, casa camper worth penny, morning went downstairs eat breakfast greeted sylas amazing cook wanted breakfast, breakfast amazningly delicious, ordered egg white omelette best egg white omelette eaten, pretty highly recommend staying casa camper comfortable unique staff amazing especially compared places stayed barcelona, casa camper worth penny deserves hold 1 status trip advisor, ca n't hype place excellent stay treated really did not want leave, seriously considered staying extra day just stay casa camper night longer cool, hope review helps urges book couple nights really great hotel,  "
trip_advisor_413,"wonderful friendly hotel excellent location spent 3 nights hotel fita business trip week nothing praise clean friendly quiet hotel, staff absolutely wonderful friendly spoke excellent english helpful directions.room stayed no.32 double balcony overlooking street, clean simple decor amenities want free international calls telephonelocation excellent close main tram line near lots attractions amsterdam pretty walking distance price little expensive april peak tourist season amsterdam expensive city best times, friendly staff location make this.all including lovely breakfast free internet definitely recommend hope return visit,  ",5.0,hotel,"wonderful friendly hotel excellent location spent 3 nights hotel fita business trip week nothing praise clean friendly quiet hotel, staff absolutely wonderful friendly spoke excellent english helpful directions.room stayed no.32 double balcony overlooking street, clean simple decor amenities want free international calls telephonelocation excellent close main tram line near lots attractions amsterdam pretty walking distance price little expensive april peak tourist season amsterdam expensive city best times, friendly staff location make this.all including lovely breakfast free internet definitely recommend hope return visit,  "
trip_advisor_414,"excellent value hotel excellent hotel good location berlin, u bah station 5 minutes walk allows easy access city, hotel bar open night helps, rooms not massive clean modern big, breakfast 12e lots want, staff extremely helpful, price pretty decent cant wrong really, hertha berlin game olympic stadium atmosphere fantastic,  ",4.0,hotel,"excellent value hotel excellent hotel good location berlin, u bah station 5 minutes walk allows easy access city, hotel bar open night helps, rooms not massive clean modern big, breakfast 12e lots want, staff extremely helpful, price pretty decent cant wrong really, hertha berlin game olympic stadium atmosphere fantastic,  "
trip_advisor_415,"did not disappoint superb hotel needs lifts elevators prefer smiles staff hong kong inspired pastry chefs poached hyatt, make heavenly,  ",5.0,hotel,"did not disappoint superb hotel needs lifts elevators prefer smiles staff hong kong inspired pastry chefs poached hyatt, make heavenly,  "
trip_advisor_416,"best unique hotels planet friendly staff just completed 4th stay, unique hotels world, hotel impecably clean appointed staff accomodating, read review complaining not speaking english rude, not know say, owners speak languages flawlessly, speak english broken german no problem communicating staff time.the owners extreemly knowlegeable local area events going city, help secure tickets point right direction time need help.it costs little worth value get.highly reccomended,  ",5.0,hotel,"best unique hotels planet friendly staff just completed 4th stay, unique hotels world, hotel impecably clean appointed staff accomodating, read review complaining not speaking english rude, not know say, owners speak languages flawlessly, speak english broken german no problem communicating staff time.the owners extreemly knowlegeable local area events going city, help secure tickets point right direction time need help.it costs little worth value get.highly reccomended,  "
trip_advisor_417,"ok hotel bad location stayed zaandam hoped better hotel money outside amsterdam, hotel bit worn rooms appointed okay-sized, travel baby bed bit tight fit, breakfast buffet overpriced avoided, real complaint not hotel area, shady, chosen haarlem cuter town center, note 12 min trip train great stuck amsterdam train station 3 hours total train outage, not hotels fault chosen hotel city walked,  ",3.0,hotel,"ok hotel bad location stayed zaandam hoped better hotel money outside amsterdam, hotel bit worn rooms appointed okay-sized, travel baby bed bit tight fit, breakfast buffet overpriced avoided, real complaint not hotel area, shady, chosen haarlem cuter town center, note 12 min trip train great stuck amsterdam train station 3 hours total train outage, not hotels fault chosen hotel city walked,  "
trip_advisor_418,"peace just short 4 day break lovely place, villa small pool jacuzzi staff amazing just peace, want quiet restful holiday, negative high prices indonesia want spoil,  ",5.0,hotel,"peace just short 4 day break lovely place, villa small pool jacuzzi staff amazing just peace, want quiet restful holiday, negative high prices indonesia want spoil,  "
trip_advisor_419,"mixed review le walt positive left review like relied planning trip thought fair leave, agree previous reviews regarding hotel, rooms small think width small queen bed plus feet pretty clean certainly not perfect quite comfortable terms bed bathroom, goal big spacious room not place, location big draw hotel opinion, able eiffel tower window walk 10 minutes amazing, plus having metro stop right outside door convenient did not plan using metro lot easy cheap used quite bit, street moderately busy not busy opinion, want right outside door, cafe options small grocery store supplies street nice shops right hotel, mixed reviews concern staff, extremely nice friendly helping planning trip time, staff spoke perfect english available answer questions, biggest complaint did n't insider knowledge hope paying hotel range, times relied google search questions think knowledge, good handle knowing want not looking lot guidance hotel n't think issue looking good support paris little careful, overall amazing time paris quite pleased hotel, certainly consider staying hotel left feeling wanting just little bit staff,  ",4.0,hotel,"mixed review le walt positive left review like relied planning trip thought fair leave, agree previous reviews regarding hotel, rooms small think width small queen bed plus feet pretty clean certainly not perfect quite comfortable terms bed bathroom, goal big spacious room not place, location big draw hotel opinion, able eiffel tower window walk 10 minutes amazing, plus having metro stop right outside door convenient did not plan using metro lot easy cheap used quite bit, street moderately busy not busy opinion, want right outside door, cafe options small grocery store supplies street nice shops right hotel, mixed reviews concern staff, extremely nice friendly helping planning trip time, staff spoke perfect english available answer questions, biggest complaint did n't insider knowledge hope paying hotel range, times relied google search questions think knowledge, good handle knowing want not looking lot guidance hotel n't think issue looking good support paris little careful, overall amazing time paris quite pleased hotel, certainly consider staying hotel left feeling wanting just little bit staff,  "
trip_advisor_420,"great hotel hotel minutes historic center 7 minutes makes service quiet comfort, drove florence having garage car 20 euros night worth cent, no problems walking family 5 2 young teens 9 year old possible sight museum florence.we took guided walking tour city uffici museum, helped bring history florence level youngest child appreciate.the place roomy clean, ask rooms overlooking duomo,  ",4.0,hotel,"great hotel hotel minutes historic center 7 minutes makes service quiet comfort, drove florence having garage car 20 euros night worth cent, no problems walking family 5 2 young teens 9 year old possible sight museum florence.we took guided walking tour city uffici museum, helped bring history florence level youngest child appreciate.the place roomy clean, ask rooms overlooking duomo,  "
trip_advisor_421,"amazing time majestic just got week majestic amazing time, stayed april 6th april 12th 2008. group consisted 10 people, arrival friends e-mailed richard recommended travellers arrival ended excellent rooms not sure richard doing just fluke, building b gorgeous view pool.the grounds absolutely beautiful, huge pool unbelievable clean, usually not problem finding lounge chairs, beach spectacular problem finding lounge chairs group 10 people, hotel staff kept beach clean combed sand night clean mornings, swimming area excellent, hotel grounds immaculate, gardeners maintaining grounds, seen care taken saw majestic.the food good, n't understand compliants read food, buffet restaurant labelled easy eating, ate seafood restaurant good steakhouse good mexican good favourites japanese excellent server tepanyaki table excitement going le gourmet excellent.something like comment customer service hotel, seen like, works extremely friendly, hola hello walking hotel workers, quickly favourite group went nelson mandela, met serving beach, extremely friendly happy person looked forward seeing day, managed remember names 10 people group went way visit day, remember look really trip special.as travellers mentioned construction going door, building majestic elegance finished later year, long n't staying building facing construction really not notice, saw distance did not mind, plus not noisy not bother all.overall hotel extremely high rating, really nothing complain, definitely near future,  ",5.0,hotel,"amazing time majestic just got week majestic amazing time, stayed april 6th april 12th 2008. group consisted 10 people, arrival friends e-mailed richard recommended travellers arrival ended excellent rooms not sure richard doing just fluke, building b gorgeous view pool.the grounds absolutely beautiful, huge pool unbelievable clean, usually not problem finding lounge chairs, beach spectacular problem finding lounge chairs group 10 people, hotel staff kept beach clean combed sand night clean mornings, swimming area excellent, hotel grounds immaculate, gardeners maintaining grounds, seen care taken saw majestic.the food good, n't understand compliants read food, buffet restaurant labelled easy eating, ate seafood restaurant good steakhouse good mexican good favourites japanese excellent server tepanyaki table excitement going le gourmet excellent.something like comment customer service hotel, seen like, works extremely friendly, hola hello walking hotel workers, quickly favourite group went nelson mandela, met serving beach, extremely friendly happy person looked forward seeing day, managed remember names 10 people group went way visit day, remember look really trip special.as travellers mentioned construction going door, building majestic elegance finished later year, long n't staying building facing construction really not notice, saw distance did not mind, plus not noisy not bother all.overall hotel extremely high rating, really nothing complain, definitely near future,  "
trip_advisor_422,"definitely having told propeller island e-mail forward decided visit berlin just stay hotel taking father me.we n't disappointed, hotel conveniently located major sights city interesting walk straight kurf_rstendamm berlin zoo bus terminal afield.the hotel frankly eye-popping, staying nights management offered change room mid-stay, started forest 45 chose soothing red colour moved hol l y-wood 14, father clouds 4 landscapes 32, bathing/toilet facilities perfectly acceptable purposely chosen rooms private facilities, incidentally shower taps forest reason labelled backwards, hot tap turns cold water vice versa, little disconcerting yes okay worked, rooms little stuffy private balconies no issue leaving balcony door open ventilation overnight.what say breakfast, superb, soft-boiled eggs offered well-cooked delicious, staff work time fine effort guests.in summary did n't hotel notch standards dorchester n't expecting, visited hoping unusual lasting experience tell friends exactly got,  ",4.0,hotel,"definitely having told propeller island e-mail forward decided visit berlin just stay hotel taking father me.we n't disappointed, hotel conveniently located major sights city interesting walk straight kurf_rstendamm berlin zoo bus terminal afield.the hotel frankly eye-popping, staying nights management offered change room mid-stay, started forest 45 chose soothing red colour moved hol l y-wood 14, father clouds 4 landscapes 32, bathing/toilet facilities perfectly acceptable purposely chosen rooms private facilities, incidentally shower taps forest reason labelled backwards, hot tap turns cold water vice versa, little disconcerting yes okay worked, rooms little stuffy private balconies no issue leaving balcony door open ventilation overnight.what say breakfast, superb, soft-boiled eggs offered well-cooked delicious, staff work time fine effort guests.in summary did n't hotel notch standards dorchester n't expecting, visited hoping unusual lasting experience tell friends exactly got,  "
trip_advisor_423,"dirty overpriced hotel just returned 4 nite stay extremely disappointed, upgrade twice executive room 400 nite room adults stand floor time, got ready bed turned covers blood stained sheets dirty pillowcases obviously linens not changed previous tenant, chambermaid balked changing linens job, finally got sheets changed morning bloody bath mat refolded replaced days straight, hotel bar served glass wine lipstick covered sticky obviously dirty wine glass, hotel nice location staff pleasant unhelpful stayed hotel disgustingly filthy unsanitary housekeeping,  ",1.0,hotel,"dirty overpriced hotel just returned 4 nite stay extremely disappointed, upgrade twice executive room 400 nite room adults stand floor time, got ready bed turned covers blood stained sheets dirty pillowcases obviously linens not changed previous tenant, chambermaid balked changing linens job, finally got sheets changed morning bloody bath mat refolded replaced days straight, hotel bar served glass wine lipstick covered sticky obviously dirty wine glass, hotel nice location staff pleasant unhelpful stayed hotel disgustingly filthy unsanitary housekeeping,  "
trip_advisor_424,"great, march 15-17,07 hotel right las ramblas close train station bus station heart barcelona, decor n't best rooms small beds comfortable clean, free sodas water 24 hour snacks free internet, paid 80 euros 2 people ca n't beat price, staff nice suggested places eat areas not miss, wonderful stay stay,  ",4.0,hotel,"great, march 15-17,07 hotel right las ramblas close train station bus station heart barcelona, decor n't best rooms small beds comfortable clean, free sodas water 24 hour snacks free internet, paid 80 euros 2 people ca n't beat price, staff nice suggested places eat areas not miss, wonderful stay stay,  "
trip_advisor_425,"pleasantly surprised having read promising reviews hotel understandably nervous stay, renovations rooms turned great no complaints rooms, bathrooms used updating, all-in-all 40 priceline room satisfactory.had dinner hotel restaurant good,  ",3.0,hotel,"pleasantly surprised having read promising reviews hotel understandably nervous stay, renovations rooms turned great no complaints rooms, bathrooms used updating, all-in-all 40 priceline room satisfactory.had dinner hotel restaurant good,  "
trip_advisor_426,"happy hotel, just returned week long stay boston stayed charlesmark husband, absolutely no complaints, nice hotel awesome decorations cool bathrooms staff friendly willing help suggestions breakfast good hotel perfect location, able walk, admit legs hurt like heck able walk, construction hotel finished read complaints past reviews no going, oppurtunity stay standard queen rooms admit standard rooms pretty small queen rooms just fine, husband really enjoyed boston especially staying charlesmark hotel.things did enjoyed included freedom trailboston duck tourfenway park tour fanueill hallred sox game,  ",5.0,hotel,"happy hotel, just returned week long stay boston stayed charlesmark husband, absolutely no complaints, nice hotel awesome decorations cool bathrooms staff friendly willing help suggestions breakfast good hotel perfect location, able walk, admit legs hurt like heck able walk, construction hotel finished read complaints past reviews no going, oppurtunity stay standard queen rooms admit standard rooms pretty small queen rooms just fine, husband really enjoyed boston especially staying charlesmark hotel.things did enjoyed included freedom trailboston duck tourfenway park tour fanueill hallred sox game,  "
trip_advisor_427,"loved iberostar punta cana took apple vacation tour punta cana, went smoothly time arrived airport entire vacation, loved iberostar punta cana, grounds beautiful, food good plenty pick, beach water beautiful, snorkeled right beach different fish saw amazing, apple reps ellen carlos great, went onthe marinarium snokeling trip great, chance want learn country outback safari tour, learned lot country people lot fun tour, dominicans friendly happy people, definitely recommend trip friends,  ",5.0,hotel,"loved iberostar punta cana took apple vacation tour punta cana, went smoothly time arrived airport entire vacation, loved iberostar punta cana, grounds beautiful, food good plenty pick, beach water beautiful, snorkeled right beach different fish saw amazing, apple reps ellen carlos great, went onthe marinarium snokeling trip great, chance want learn country outback safari tour, learned lot country people lot fun tour, dominicans friendly happy people, definitely recommend trip friends,  "
trip_advisor_428,"horrible honeymoon chose ocean blue honeymoon destination relax wedding chaos, luggage lost hours given bellboy room, informed order eat restaurants wake morning 8am make reservations not dine buffet n't great, n't place adults drink relax having kids running, allow children small children nightclub like children park, running crying etc.. claim spa no spa closed built, drive 30 minutes away use hotel spa, n't room service availabe unless book deluxe suite, staff new inexperienced, not answer questions hotel, tons time share reps hotel annoying pushy, not speak spanish difficulty communicating entire staff, public service staff useless, day money husbands cell phone stolen room, reported said word cleaning staff, basically n't help, not hotel, beautiful inconveniences blind, worst hotel, customer service non-existing, dissapointed honeymooners,  ",1.0,hotel,"horrible honeymoon chose ocean blue honeymoon destination relax wedding chaos, luggage lost hours given bellboy room, informed order eat restaurants wake morning 8am make reservations not dine buffet n't great, n't place adults drink relax having kids running, allow children small children nightclub like children park, running crying etc.. claim spa no spa closed built, drive 30 minutes away use hotel spa, n't room service availabe unless book deluxe suite, staff new inexperienced, not answer questions hotel, tons time share reps hotel annoying pushy, not speak spanish difficulty communicating entire staff, public service staff useless, day money husbands cell phone stolen room, reported said word cleaning staff, basically n't help, not hotel, beautiful inconveniences blind, worst hotel, customer service non-existing, dissapointed honeymooners,  "
trip_advisor_429,"just average n't overly impressed orchard garden hotel, good location think great green, save energy room lights turn room key card slot cool idea, recyling bins room, did n't like bathroom sliding door, n't door sealed shut like panel slides open space door did n't feel completely private, desk guys not particularly friendly, business center small room 2 computers printer did n't print, lobby 2 small couches not lot space hang, ice machines floor no signs pointing roam halls, mom room couple items taken face cremes room cleaned, place no big deal somewhat disappointing,  ",3.0,hotel,"just average n't overly impressed orchard garden hotel, good location think great green, save energy room lights turn room key card slot cool idea, recyling bins room, did n't like bathroom sliding door, n't door sealed shut like panel slides open space door did n't feel completely private, desk guys not particularly friendly, business center small room 2 computers printer did n't print, lobby 2 small couches not lot space hang, ice machines floor no signs pointing roam halls, mom room couple items taken face cremes room cleaned, place no big deal somewhat disappointing,  "
trip_advisor_430,"no housekeeping checked given room not, left bag closet went desk reported condition ask room cleaned assured left afternoon evening, returning bed fresh towels, looking room soap not changed half bottles shampoo conditioner trash not emptied dirty glasses room pulled bed sheets not changed, called desk originally told maid service provided 3 days, course typical sign room says linens changed 3 days not housekeeping provided 3 days, took 10 minutes convince desk clerk not going sleep dirty sheets said, 20 minutes called desk clerk gone task, eventually night auditor got invloved moved room, second night new room received no housekeeping service no bed no fresh towels no vacum no emptied trash absolutely nothing, stay did not requested wake morning departure, facility nice bell staff notch, talked expedia 3 times not able satisfaction hotel trying, strangly recomend hotel,  ",1.0,hotel,"no housekeeping checked given room not, left bag closet went desk reported condition ask room cleaned assured left afternoon evening, returning bed fresh towels, looking room soap not changed half bottles shampoo conditioner trash not emptied dirty glasses room pulled bed sheets not changed, called desk originally told maid service provided 3 days, course typical sign room says linens changed 3 days not housekeeping provided 3 days, took 10 minutes convince desk clerk not going sleep dirty sheets said, 20 minutes called desk clerk gone task, eventually night auditor got invloved moved room, second night new room received no housekeeping service no bed no fresh towels no vacum no emptied trash absolutely nothing, stay did not requested wake morning departure, facility nice bell staff notch, talked expedia 3 times not able satisfaction hotel trying, strangly recomend hotel,  "
trip_advisor_431,"good service showing age just brief fly-in fly-out overnight business trip hyatt dfw, service good including convenient shuttle dfw traffic maze quick kiosk check-in lobby.the hotel clean dated, decor common areas rooms not worn looks like late early, amost like intentionally want appear frozen time, felt like early james bond movie.it certainly convenient business travellers suffers captive audience aspect high prices steaks restaurant 50+ not enthusiastically,  ",3.0,hotel,"good service showing age just brief fly-in fly-out overnight business trip hyatt dfw, service good including convenient shuttle dfw traffic maze quick kiosk check-in lobby.the hotel clean dated, decor common areas rooms not worn looks like late early, amost like intentionally want appear frozen time, felt like early james bond movie.it certainly convenient business travellers suffers captive audience aspect high prices steaks restaurant 50+ not enthusiastically,  "
trip_advisor_432,"loved stay seattle lovely trip kids, heard silver cloud hotels stay say stay, desk great helpful felt knew second night stay, indoor pool spa great way kids end day, earth tones hotel wonderful feel right home, hotel 2 years old wonderful place stay, recommend coming seattle area, want thank staff making childrens stay wonderful seattle,  ",5.0,hotel,"loved stay seattle lovely trip kids, heard silver cloud hotels stay say stay, desk great helpful felt knew second night stay, indoor pool spa great way kids end day, earth tones hotel wonderful feel right home, hotel 2 years old wonderful place stay, recommend coming seattle area, want thank staff making childrens stay wonderful seattle,  "
trip_advisor_433,"fabulous location, stayed wife 4 nights, hotel pedestrian street, hotel modern clean reception staff polite helpful, room pretty small comfortable, previously stayed years ago knew barcelona hotel choice mainly location just las ramblas barri gothic area loads shops places good meal just couple minutes walk away, try room hotel,  ",4.0,hotel,"fabulous location, stayed wife 4 nights, hotel pedestrian street, hotel modern clean reception staff polite helpful, room pretty small comfortable, previously stayed years ago knew barcelona hotel choice mainly location just las ramblas barri gothic area loads shops places good meal just couple minutes walk away, try room hotel,  "
trip_advisor_434,"not average sheraton australia business required visit sydney course trip separate times, days spent westin loved second days westin sold booked sheraton park, expectations n't high think sheratons average little ho-hum, definitely wrong sheraton, rooms beautiful staff absolutely notch quality restaurants property beautiful views overlooking park excellent, hotel easily par westin amora central business district, n't let fool,  ",5.0,hotel,"not average sheraton australia business required visit sydney course trip separate times, days spent westin loved second days westin sold booked sheraton park, expectations n't high think sheratons average little ho-hum, definitely wrong sheraton, rooms beautiful staff absolutely notch quality restaurants property beautiful views overlooking park excellent, hotel easily par westin amora central business district, n't let fool,  "
trip_advisor_435,"absolutly amazing, just recently stayed paradisus palma real 31 3 nights.from time checked time check sooo amazing, not want leave, resort 25 minutes away airport, quick ride, arrive resort bell man takes luggage proceed check, check ask drink want, nice cold towel also.we got room 3pm bell man took luggage drove room golf cart, luxury jacuzzi gardenview ste best room, thing better oceanview, beautiful kitchen nice table livingroom balcony flat panel tv huge bedroom king bed flat panel tv, bathroom amazing, 2 person jacuzzi, shower european shower need sand places, pool amazingly huge, beds pool shade sun, nice swimup bar bar tenders amazing, make drink want, favorite course food, punta cana 3 times hands food resort got best, resorts bite burger not really sure kind meat, resort know eating beef, cooked tastes like american food, ate passions food soo good, buffets soo choices food.the beach sand white water crystal clear warm nice blue color, lot sea weed, left resort shops sea weed, want shopping like said left resort 10 little shops, try best sell, ifyou n't want just say no leave, offer expensive just bargain start walking store bargain, resort photo studio, 8 page 40 pictures pay want, good photos.if questions just e-mail jillanson excite.com,  ",5.0,hotel,"absolutly amazing, just recently stayed paradisus palma real 31 3 nights.from time checked time check sooo amazing, not want leave, resort 25 minutes away airport, quick ride, arrive resort bell man takes luggage proceed check, check ask drink want, nice cold towel also.we got room 3pm bell man took luggage drove room golf cart, luxury jacuzzi gardenview ste best room, thing better oceanview, beautiful kitchen nice table livingroom balcony flat panel tv huge bedroom king bed flat panel tv, bathroom amazing, 2 person jacuzzi, shower european shower need sand places, pool amazingly huge, beds pool shade sun, nice swimup bar bar tenders amazing, make drink want, favorite course food, punta cana 3 times hands food resort got best, resorts bite burger not really sure kind meat, resort know eating beef, cooked tastes like american food, ate passions food soo good, buffets soo choices food.the beach sand white water crystal clear warm nice blue color, lot sea weed, left resort shops sea weed, want shopping like said left resort 10 little shops, try best sell, ifyou n't want just say no leave, offer expensive just bargain start walking store bargain, resort photo studio, 8 page 40 pictures pay want, good photos.if questions just e-mail jillanson excite.com,  "
trip_advisor_436,"good location comfortable hotel majestic comfortable upscale hotel located center barcelona shopping district passeig gracia, location puts right center shopping action block walk placa catalunya blocks gaudi casa mila blocks metro station turistic bus stop north south routes, makes location hard beat away noise las ramblas rambla catalunya block away quieter las ramblas placa catalunya coast, want hotel central away tourist crowds las ramblas barri gotic hotel hard beat.we hotel rooms quite comfortable absolutely no complaints night stay, arrived hotel overnight flight 9:30 able right room, n't know norm sure pleased, room 646 price notch standard room, room comfortable good working order, small minor observations room, clock not, realize european hotels n't table clocks la american hotels hotel price range expected, no facial wash cloths, typical europe price point bit disappointed, room interior room no view heard no outside noise, evacuation chart door room appears rooms vary considerably size, want large room suggest calling hotel direct make reservation, look closely hotel photos hotel web site floors not level, climb sets steps end floor separate elevator banks passeig gracia half way valencia, staying hotel dollar bankrolled vacation wish think twice dining in-house acclaimed drolma restaurant, wine approach exceed 300, food fine service attentive bit rushed 300 hard pressed say worth, home currency dollar recommend restaurant.the hotel rooftop lounge lap pool deck area, better places elevated view barcelona castell montjuic tibidabo parc guell starters pleasant place relax, want save euros visitors need, patronizing hotel restaurant condial breakfast want consider fresh ready small cafe block half south passeig gracia, cereal fruit pastries coffee tea sit sidewalk tables watching people work not bad way start vacation day, fresh ready open day sitting sidewalk table sandwich salad beverage makes great people watching,  ",5.0,hotel,"good location comfortable hotel majestic comfortable upscale hotel located center barcelona shopping district passeig gracia, location puts right center shopping action block walk placa catalunya blocks gaudi casa mila blocks metro station turistic bus stop north south routes, makes location hard beat away noise las ramblas rambla catalunya block away quieter las ramblas placa catalunya coast, want hotel central away tourist crowds las ramblas barri gotic hotel hard beat.we hotel rooms quite comfortable absolutely no complaints night stay, arrived hotel overnight flight 9:30 able right room, n't know norm sure pleased, room 646 price notch standard room, room comfortable good working order, small minor observations room, clock not, realize european hotels n't table clocks la american hotels hotel price range expected, no facial wash cloths, typical europe price point bit disappointed, room interior room no view heard no outside noise, evacuation chart door room appears rooms vary considerably size, want large room suggest calling hotel direct make reservation, look closely hotel photos hotel web site floors not level, climb sets steps end floor separate elevator banks passeig gracia half way valencia, staying hotel dollar bankrolled vacation wish think twice dining in-house acclaimed drolma restaurant, wine approach exceed 300, food fine service attentive bit rushed 300 hard pressed say worth, home currency dollar recommend restaurant.the hotel rooftop lounge lap pool deck area, better places elevated view barcelona castell montjuic tibidabo parc guell starters pleasant place relax, want save euros visitors need, patronizing hotel restaurant condial breakfast want consider fresh ready small cafe block half south passeig gracia, cereal fruit pastries coffee tea sit sidewalk tables watching people work not bad way start vacation day, fresh ready open day sitting sidewalk table sandwich salad beverage makes great people watching,  "
trip_advisor_437,"old weary hotel stayed grand central month hotels singpaore fully booked, thank god stayed night, fair price fair usd90 locationwise central, check slow manual like old european hotels use metal keys opening room door, old hotel wonder renovated opened door business.the room clean actually wall guest door blaring cell phone no complimentary mineral water given boil water tap, course infamous breakfast 10 minutes did n't want stay moment, eggs fried noodles toast cheap jam served like ballroom big chinese restaurant style tables, location saving grace kind price centrally located guess not complain return,  ",2.0,hotel,"old weary hotel stayed grand central month hotels singpaore fully booked, thank god stayed night, fair price fair usd90 locationwise central, check slow manual like old european hotels use metal keys opening room door, old hotel wonder renovated opened door business.the room clean actually wall guest door blaring cell phone no complimentary mineral water given boil water tap, course infamous breakfast 10 minutes did n't want stay moment, eggs fried noodles toast cheap jam served like ballroom big chinese restaurant style tables, location saving grace kind price centrally located guess not complain return,  "
